timestamp,energy_consumption,temperature,humidity,occupancy,is_weekend,is_holiday,hour_of_day,day_of_year
2020-01-05 14:00:00,53.98534303844089,16.8277902991631,81.70454597783475,44,True,False,14,5
2020-01-05 15:00:00,40.87854105415065,14.670122235203207,81.2932106838176,17,True,False,15,5
2020-01-05 16:00:00,42.54901188464718,18.49338642537521,74.98347463117219,28,True,False,16,5
2020-01-05 17:00:00,45.2682356351925,14.942313578053087,79.9637015064233,30,True,False,17,5
2020-01-05 18:00:00,50.374572384572716,18.278840059619917,75.64733106303567,47,True,False,18,5
2020-01-05 19:00:00,45.722190828440816,17.43532595691086,74.71765632269131,52,True,False,19,5
2020-01-05 20:00:00,32.72873437048244,9.941905149839371,91.27395306612895,18,True,False,20,5
2020-01-05 21:00:00,45.373659991273634,20.363176028892568,63.675358830043514,21,True,False,21,5
2020-01-05 22:00:00,38.70134916018938,15.383037615408776,73.2378110774339,0,True,False,22,5
2020-01-05 23:00:00,44.65416404265777,20.738338864998614,72.17649691924983,10,True,False,23,5
2020-01-06 00:00:00,48.289084686636315,18.621400525856558,78.45475876452635,4,False,False,0,6
2020-01-06 01:00:00,49.76013812888916,23.54448908273364,63.687922727423,11,False,False,1,6
2020-01-06 02:00:00,58.62107717166341,20.549567819149004,82.71490243682594,11,False,False,2,6
2020-01-06 03:00:00,51.369082183576744,21.679346822301717,63.973134873355754,25,False,False,3,6
2020-01-06 04:00:00,52.622722212925176,27.23283931929512,55.89849624459194,7,False,False,4,6
2020-01-06 05:00:00,54.359645946361475,29.00114389015569,52.5407675247193,0,False,False,5,6
2020-01-06 06:00:00,62.14224939540312,23.20775745286216,64.30559619108341,15,False,False,6,6
2020-01-06 07:00:00,44.08813571403201,21.886495293688434,65.45050544648858,2,False,False,7,6
2020-01-06 08:00:00,49.78480156820913,24.841955589478744,63.797854440984246,0,False,False,8,6
2020-01-06 09:00:00,73.60532591677358,24.30092100822988,55.43193608090735,79,False,False,9,6
2020-01-06 10:00:00,72.4474585347641,24.419521524593527,55.45681214949055,88,False,False,10,6
2020-01-06 11:00:00,54.872060876048394,20.388487366736715,72.78488682185473,64,False,False,11,6
2020-01-06 12:00:00,63.11356320618504,23.035883053429266,67.03427431665175,63,False,False,12,6
2020-01-06 13:00:00,67.26097128581182,22.018565008876827,60.03004797668444,76,False,False,13,6
2020-01-06 14:00:00,52.006232401286155,22.106743536291628,67.84906262543942,76,False,False,14,6
2020-01-06 15:00:00,56.13298861352908,18.4495904548383,77.1012779378902,74,False,False,15,6
2020-01-06 16:00:00,38.58818970037164,13.527605940880171,76.77810137054293,59,False,False,16,6
2020-01-06 17:00:00,35.34856228293804,15.42630507748853,79.14258215127124,7,False,False,17,6
2020-01-06 18:00:00,29.97214402626734,19.36321566176142,66.81020928404871,3,False,False,18,6
2020-01-06 19:00:00,34.24777949404748,15.293424930308458,78.52185147608574,7,False,False,19,6
2020-01-06 20:00:00,34.78934141364233,17.13850870129219,74.32133989700338,0,False,False,20,6
2020-01-06 21:00:00,43.363662346241355,18.10468620844751,66.80181712150929,16,False,False,21,6
2020-01-06 22:00:00,43.194391500548505,20.14190354401544,75.98363507069806,11,False,False,22,6
2020-01-06 23:00:00,48.8528957874952,17.21160391456489,82.53024648492978,22,False,False,23,6
2020-01-07 00:00:00,49.09430170957033,21.504783244173456,59.5923000347511,13,False,False,0,7
2020-01-07 01:00:00,54.356820528408264,21.70906577492128,67.81216379889293,9,False,False,1,7
2020-01-07 02:00:00,63.309131820364456,24.278217912521363,58.18649840721241,23,False,False,2,7
2020-01-07 03:00:00,62.093743886124756,28.280840523892284,64.14622497956482,7,False,False,3,7
2020-01-07 04:00:00,67.50447689185708,25.082257115954448,58.8110107668972,12,False,False,4,7
2020-01-07 05:00:00,54.21209569621803,23.01337357483751,73.46912980215055,20,False,False,5,7
2020-01-07 06:00:00,63.20454962713261,27.669794424942832,53.97838191828615,11,False,False,6,7
2020-01-07 07:00:00,62.54644918915014,25.99662889546922,55.370748763529996,11,False,False,7,7
2020-01-07 08:00:00,54.27840121075989,22.990143068477817,69.64079583806895,17,False,False,8,7
2020-01-07 09:00:00,87.82657028519561,24.53982798361597,69.29729377938978,87,False,False,9,7
2020-01-07 10:00:00,68.13984413443355,22.388360042725264,67.62507332108471,49,False,False,10,7
2020-01-07 11:00:00,77.31179281697248,21.629291893946192,66.85005429597713,91,False,False,11,7
2020-01-07 12:00:00,62.69703427623783,21.500437011910318,59.059029253328006,51,False,False,12,7
2020-01-07 13:00:00,76.1966810056159,19.72344664103044,72.46482516934907,92,False,False,13,7
2020-01-07 14:00:00,53.889892140501274,19.318436581595467,75.8231357465789,49,False,False,14,7
2020-01-07 15:00:00,58.032503979450446,15.521716054720125,75.19099418785368,56,False,False,15,7
2020-01-07 16:00:00,58.49536254069576,17.90638829674436,64.74015836265859,66,False,False,16,7
2020-01-07 17:00:00,32.44981960101882,16.44405415172946,72.8935068874861,5,False,False,17,7
2020-01-07 18:00:00,33.95877760507146,17.94624760078507,69.92383537276729,0,False,False,18,7
2020-01-07 19:00:00,26.759637417172648,19.25257894456041,68.74405210247035,15,False,False,19,7
2020-01-07 20:00:00,25.888321345111805,16.8900585425378,71.4409463586954,0,False,False,20,7
2020-01-07 21:00:00,40.10505991556309,16.567201312282297,68.56553283052908,4,False,False,21,7
2020-01-07 22:00:00,43.169645571353314,19.404301744871304,75.38960334825063,19,False,False,22,7
2020-01-07 23:00:00,50.06183937371899,19.248486895415553,66.71508639378305,4,False,False,23,7
2020-01-08 00:00:00,43.19313858202587,20.840520779280702,70.48757872717485,8,False,False,0,8
2020-01-08 01:00:00,51.45860017324026,20.551398118215708,69.13656601162683,6,False,False,1,8
2020-01-08 02:00:00,61.165046658580856,23.776012220464754,67.93461637263293,18,False,False,2,8
2020-01-08 03:00:00,54.961091958680846,26.77647567224024,57.2131025722021,9,False,False,3,8
2020-01-08 04:00:00,54.0708017670549,23.00642977132087,65.18608584475125,0,False,False,4,8
2020-01-08 05:00:00,70.36441661917772,26.305420509642893,56.2711380382893,12,False,False,5,8
2020-01-08 06:00:00,44.36527376744947,26.627387236403678,58.61895542409654,0,False,False,6,8
2020-01-08 07:00:00,63.28422220288233,27.359797373665206,59.56129116364111,0,False,False,7,8
2020-01-08 08:00:00,61.43266919288559,25.42130007382752,71.76042800114361,8,False,False,8,8
2020-01-08 09:00:00,74.48128936442394,24.54613085602053,64.589002495048,86,False,False,9,8
2020-01-08 10:00:00,67.07615929547549,24.148904457244903,65.18732314797654,53,False,False,10,8
2020-01-08 11:00:00,62.008192523462476,24.44824118503934,59.03189505434561,66,False,False,11,8
2020-01-08 12:00:00,57.01937085418094,20.1867439233521,62.54934232138157,60,False,False,12,8
2020-01-08 13:00:00,53.67278434362282,18.389731708157942,72.71345036472873,92,False,False,13,8
2020-01-08 14:00:00,57.969675186558526,17.028179487020967,82.67839356355972,62,False,False,14,8
2020-01-08 15:00:00,46.55637069801426,19.397105534555273,63.20167212188497,67,False,False,15,8
2020-01-08 16:00:00,65.72648839058607,14.667559091380298,76.37509524011362,72,False,False,16,8
2020-01-08 17:00:00,38.48626043259153,16.72387682185618,80.5296204944187,9,False,False,17,8
2020-01-08 18:00:00,37.9232762020555,16.50017128631652,83.79754948261825,20,False,False,18,8
2020-01-08 19:00:00,33.7318747699966,17.588761688413044,74.68866967864223,6,False,False,19,8
2020-01-08 20:00:00,45.13649162768638,18.96667920780892,76.1109601646252,21,False,False,20,8
2020-01-08 21:00:00,41.02784268763962,19.572541687776667,71.46877040931645,9,False,False,21,8
2020-01-08 22:00:00,44.8031614257891,17.82306820206017,74.5816626715346,15,False,False,22,8
2020-01-08 23:00:00,35.63276295976849,18.280113837750715,76.9389373512787,9,False,False,23,8
2020-01-09 00:00:00,51.412645514451484,21.045949326258672,69.83591889495891,12,False,False,0,9
2020-01-09 01:00:00,42.83669467525152,22.341198852444034,69.1764450546069,5,False,False,1,9
2020-01-09 02:00:00,57.182349769496675,23.38060113142162,67.67630542783483,9,False,False,2,9
2020-01-09 03:00:00,56.28180710375697,25.90837365709956,65.53857144772252,15,False,False,3,9
2020-01-09 04:00:00,59.367324282016746,24.970666729128265,62.57020631845927,0,False,False,4,9
2020-01-09 05:00:00,65.97404611519134,28.181181782192304,62.15209785324242,20,False,False,5,9
2020-01-09 06:00:00,64.11943162536346,27.711094634607157,65.84041480693213,0,False,False,6,9
2020-01-09 07:00:00,58.70738591114649,26.57223896528581,61.417516525556806,15,False,False,7,9
2020-01-09 08:00:00,51.72477871054623,24.055778183807586,62.7620097588727,1,False,False,8,9
2020-01-09 09:00:00,76.23825804034665,27.999374670787645,64.23240886909778,51,False,False,9,9
2020-01-09 10:00:00,75.72761997895287,22.46423465103903,64.03358698488046,70,False,False,10,9
2020-01-09 11:00:00,72.6256492181966,22.719686338293254,64.44933908209421,92,False,False,11,9
2020-01-09 12:00:00,73.4683104807483,21.17918965431924,73.72714740185458,84,False,False,12,9
2020-01-09 13:00:00,61.87529237391498,20.657814054686988,69.09461657574334,72,False,False,13,9
2020-01-09 14:00:00,66.19238507269162,19.703116662422357,68.49478455010421,88,False,False,14,9
2020-01-09 15:00:00,66.70471205905308,20.206699417783987,62.05253071043256,90,False,False,15,9
2020-01-09 16:00:00,60.50310487127891,17.30163177723699,78.47919630036478,89,False,False,16,9
2020-01-09 17:00:00,34.657391738534805,17.35450465120701,73.20252125747525,9,False,False,17,9
2020-01-09 18:00:00,35.64139789144226,19.081201861271328,71.34350410570248,12,False,False,18,9
2020-01-09 19:00:00,42.13642402663946,15.154959282520705,76.90723898515589,13,False,False,19,9
2020-01-09 20:00:00,32.81186666852676,17.765974923363096,74.9813519855162,8,False,False,20,9
2020-01-09 21:00:00,34.66295055280021,16.565757947085746,69.38460177274001,20,False,False,21,9
2020-01-09 22:00:00,46.09897789228514,18.541237826292644,75.06893813507148,7,False,False,22,9
2020-01-09 23:00:00,45.58911470775366,18.398260504269313,70.08228730711669,8,False,False,23,9
2020-01-10 00:00:00,50.49946062657706,20.409083138393605,72.38993077899248,12,False,False,0,10
2020-01-10 01:00:00,54.06896101996631,21.26019206582407,72.07715817966147,4,False,False,1,10
2020-01-10 02:00:00,54.7087317198469,23.483303292551643,62.052981156558296,10,False,False,2,10
2020-01-10 03:00:00,58.80303633574394,24.63659860125518,66.13906054632645,8,False,False,3,10
2020-01-10 04:00:00,50.148838393006635,23.537723794495907,66.3476959401998,0,False,False,4,10
2020-01-10 05:00:00,49.96956974223333,27.077322868837886,56.208259641559145,0,False,False,5,10
2020-01-10 06:00:00,55.11226639466525,26.327160755421552,52.15665436428885,4,False,False,6,10
2020-01-10 07:00:00,68.11207503818808,27.369460510978875,55.08903034961074,0,False,False,7,10
2020-01-10 08:00:00,58.905944075473435,26.61263421247282,71.75907200671134,6,False,False,8,10
2020-01-10 09:00:00,59.235179872770125,30.498324686787022,44.778174208002525,54,False,False,9,10
2020-01-10 10:00:00,70.08808894284103,25.69354285559064,63.82541603876122,70,False,False,10,10
2020-01-10 11:00:00,64.16026534923049,19.91902103277065,70.53104946663545,70,False,False,11,10
2020-01-10 12:00:00,62.398238163190626,24.167882002287897,62.2641581134717,66,False,False,12,10
2020-01-10 13:00:00,58.87548713279155,19.6319804183638,71.70739182939968,69,False,False,13,10
2020-01-10 14:00:00,56.064603510953255,22.42125480281798,63.11612946784736,82,False,False,14,10
2020-01-10 15:00:00,55.847440591192345,19.877571664950192,76.83588613711173,49,False,False,15,10
2020-01-10 16:00:00,58.79824037543915,20.15001270867876,63.40101433021969,86,False,False,16,10
2020-01-10 17:00:00,39.30399693783483,16.43979455249214,71.7366111839651,12,False,False,17,10
2020-01-10 18:00:00,47.57309797137778,18.079971666412746,77.30681445047671,19,False,False,18,10
2020-01-10 19:00:00,41.932787387603035,18.090335405947187,85.18731221340563,12,False,False,19,10
2020-01-10 20:00:00,37.490010553013754,18.26363218121673,74.1731542996861,12,False,False,20,10
2020-01-10 21:00:00,37.67612894196911,20.020380794893263,64.0723836351828,11,False,False,21,10
2020-01-10 22:00:00,50.39324153891475,23.609863993320282,69.62460378827994,14,False,False,22,10
2020-01-10 23:00:00,43.73188419303458,20.322901513301503,69.6543552975496,9,False,False,23,10
2020-01-11 00:00:00,56.03014605017139,22.018832244484177,71.63223551692576,18,True,False,0,11
2020-01-11 01:00:00,53.87216799091891,23.266907077304346,65.73922618537323,11,True,False,1,11
2020-01-11 02:00:00,62.80306616279872,22.8629976076748,71.42203301548982,6,True,False,2,11
2020-01-11 03:00:00,49.09085353478812,28.77417352356509,59.69955971487828,4,True,False,3,11
2020-01-11 04:00:00,51.56218978142272,22.009338798995895,51.7898020793058,8,True,False,4,11
2020-01-11 05:00:00,52.4350957512956,23.61235464044525,61.71893807976288,0,True,False,5,11
2020-01-11 06:00:00,64.03843766685914,24.448968237755235,67.37210653976196,0,True,False,6,11
2020-01-11 07:00:00,57.93324202836748,28.195750958289665,54.26228044645218,0,True,False,7,11
2020-01-11 08:00:00,57.34864737810507,26.21142802062335,52.53218663991638,31,True,False,8,11
2020-01-11 09:00:00,61.07184404719972,25.367708327977248,54.150669560619626,6,True,False,9,11
2020-01-11 10:00:00,62.54599323472368,25.498390956981563,57.469301284941565,22,True,False,10,11
2020-01-11 11:00:00,59.53941733830064,20.397967936229982,65.72853326958246,6,True,False,11,11
2020-01-11 12:00:00,58.17361467268367,18.54005400915476,69.834865708562,45,True,False,12,11
2020-01-11 13:00:00,61.08392541040979,24.08960443905014,63.912746964574204,34,True,False,13,11
2020-01-11 14:00:00,53.097890447706355,16.338245426901107,77.36770038310512,49,True,False,14,11
2020-01-11 15:00:00,60.75925900498445,17.553676874418137,69.62837821796185,51,True,False,15,11
2020-01-11 16:00:00,51.62035933472915,16.943446748193566,82.0337036992439,48,True,False,16,11
2020-01-11 17:00:00,46.4475155649629,14.074042870473116,74.96017903757898,32,True,False,17,11
2020-01-11 18:00:00,39.74325460553126,14.067500036672138,81.46269760614466,23,True,False,18,11
2020-01-11 19:00:00,51.93350664237467,18.332285307350674,68.98647869843334,51,True,False,19,11
2020-01-11 20:00:00,54.92535448600677,18.31960164192895,81.29237632609984,29,True,False,20,11
2020-01-11 21:00:00,45.007221374859604,20.206574706242183,67.4123987707575,17,True,False,21,11
2020-01-11 22:00:00,40.08314308675319,23.23910767468617,68.64250433644108,9,True,False,22,11
2020-01-11 23:00:00,43.247375212423115,21.006588387381537,65.81042563989509,20,True,False,23,11
2020-01-12 00:00:00,41.27570025983376,21.552738156074543,64.42019922793611,5,True,False,0,12
2020-01-12 01:00:00,55.0171486093931,19.4249625923173,72.61516904471026,31,True,False,1,12
2020-01-12 02:00:00,55.873017032084334,25.47649903329835,60.8618536288561,19,True,False,2,12
2020-01-12 03:00:00,54.012115088020295,22.26055311913231,68.8534558690472,6,True,False,3,12
2020-01-12 04:00:00,64.14612004312491,24.684964643660095,66.03068555607588,5,True,False,4,12
2020-01-12 05:00:00,66.99485760265455,30.23232678403456,54.34159094155935,8,True,False,5,12
2020-01-12 06:00:00,51.885417305725944,28.065979241310707,54.93125854406311,0,True,False,6,12
2020-01-12 07:00:00,68.3914614046483,27.628092894638872,63.76573200282116,12,True,False,7,12
2020-01-12 08:00:00,59.77678893653488,23.855038624307266,71.91469683034283,0,True,False,8,12
2020-01-12 09:00:00,46.54354322374014,26.19919271535814,52.542520129680845,3,True,False,9,12
2020-01-12 10:00:00,51.99520170342777,23.92503128075996,64.70744879452666,8,True,False,10,12
2020-01-12 11:00:00,41.05071465360683,20.637175977931086,67.64215384336421,6,True,False,11,12
2020-01-12 12:00:00,60.377785667927355,21.973176328918893,66.08371746806266,45,True,False,12,12
2020-01-12 13:00:00,68.065194840674,18.366838503535934,69.84760167772285,46,True,False,13,12
2020-01-12 14:00:00,50.39203461333887,19.120806430286223,72.14625546242283,47,True,False,14,12
2020-01-12 15:00:00,57.42059498927796,20.37231220072086,72.4631615337674,33,True,False,15,12
2020-01-12 16:00:00,52.57054810068752,17.89826923879267,72.00811400525444,47,True,False,16,12
2020-01-12 17:00:00,46.376237464976285,22.10694828249573,67.24656074583537,32,True,False,17,12
2020-01-12 18:00:00,44.015994111530034,15.234501198881038,67.58297076474037,28,True,False,18,12
2020-01-12 19:00:00,45.01707022870819,18.307194927533,65.67004515913825,60,True,False,19,12
2020-01-12 20:00:00,43.17852208186301,16.731510745057037,73.94899564951952,21,True,False,20,12
2020-01-12 21:00:00,44.794403557111266,20.344113008571153,70.56980282937248,3,True,False,21,12
2020-01-12 22:00:00,48.61700745685231,21.577423841099606,70.68138758941537,16,True,False,22,12
2020-01-12 23:00:00,48.93392816121858,24.06003493740095,63.294935842621456,17,True,False,23,12
2020-01-13 00:00:00,49.05643998134952,21.144088589939376,68.20299792155635,6,False,False,0,13
2020-01-13 01:00:00,56.49170475733898,25.409619637968458,61.6404250416867,7,False,False,1,13
2020-01-13 02:00:00,58.372772550608516,25.2567294218538,65.00756028848107,15,False,False,2,13
2020-01-13 03:00:00,57.61163542475547,26.832347129785177,65.30754169445706,17,False,False,3,13
2020-01-13 04:00:00,60.71696536651305,23.643923106365314,66.48050792118887,15,False,False,4,13
2020-01-13 05:00:00,48.99731107057126,28.871982329216475,61.83339399091983,3,False,False,5,13
2020-01-13 06:00:00,61.98308866758774,28.422842373763448,51.53710293789473,0,False,False,6,13
